sport,city_tier,num_teams,num_matches,venue_capacity,team_size,tournament_days,has_existing_sponsor,format,sponsorship_tier,estimated_reach,cost_per_person,players_reach,family_reach,venue_reach,wom_reach,social_reach
football,2,12,38,550,11,4,0,league+knockout,bronze,4532,1.54,132,250,1180,572,465
cricket,3,20,190,100,11,3,1,league,gold,10172,2.46,220,471,146,2059,94
kabaddi,3,16,120,450,7,3,1,league,platinum,5190,9.63,112,205,537,940,113
badminton,1,8,28,1800,2,4,1,league,gold,11935,2.09,16,24,3871,324,2080
basketball,2,16,15,800,5,2,0,knockout,bronze,1095,6.39,80,136,705,138,211
volleyball,2,20,19,750,6,2,1,knockout,silver,1666,9.0,120,168,778,144,356
badminton,3,16,67,200,2,5,0,league+knockout,gold,1806,13.84,32,40,419,314,127
badminton,2,32,496,300,2,5,1,league,bronze,5039,1.39,64,103,775,3193,309
football,2,16,15,500,11,2,1,knockout,gold,3452,7.24,176,335,674,206,253
kabaddi,2,16,67,250,7,3,0,league+knockout,silver,3242,4.63,112,153,444,797,237
volleyball,2,6,5,450,6,2,0,knockout,gold,882,28.34,36,51,463,31,162
basketball,2,32,31,800,5,1,1,knockout,bronze,1303,5.37,160,208,472,277,232
badminton,1,8,7,450,2,2,0,knockout,silver,922,16.27,16,23,529,87,267
football,2,32,31,300,11,2,0,knockout,gold,4110,6.08,352,613,304,622,301
football,3,16,67,500,11,6,0,league+knockout,silver,7028,2.13,176,330,1485,622,410
basketball,3,8,28,350,5,4,0,league,silver,1660,9.04,40,66,625,173,165
cricket,2,20,190,350,11,4,0,league,bronze,12646,0.55,220,477,799,5065,378
kabaddi,2,32,263,150,7,6,0,league+knockout,silver,7208,2.08,224,371,419,2640,221
cricket,2,24,276,900,11,3,1,league,gold,36752,0.68,264,533,1857,7221,928
basketball,2,20,19,950,5,2,1,knockout,silver,2276,6.59,100,160,872,167,468
volleyball,2,8,7,1000,6,1,0,knockout,gold,796,31.41,48,58,390,43,131
football,2,10,45,250,11,3,0,league,gold,4192,5.96,110,224,447,624,251
basketball,3,14,51,400,5,5,1,league+knockout,bronze,2210,3.17,70,90,762,365,189
kabaddi,1,20,190,1600,7,5,0,league,silver,20130,0.75,140,216,6119,2232,3719
badminton,1,12,38,1650,2,3,0,league+knockout,silver,8031,1.87,24,29,2776,457,1895
badminton,2,8,7,400,2,2,1,knockout,gold,728,34.34,16,19,343,40,102
badminton,1,10,45,1800,2,2,0,league,silver,5565,2.7,20,31,2362,467,1242
football,2,6,9,850,11,6,1,league+knockout,silver,9856,1.52,66,103,2557,175,884
badminton,3,16,120,150,2,3,1,league,gold,1650,15.15,32,44,151,615,31
basketball,1,24,276,1350,5,4,1,league,platinum,27616,1.81,120,164,3774,3980,2550
kabaddi,1,16,15,1600,7,1,0,knockout,gold,3153,7.93,112,203,990,243,554
cricket,2,8,7,300,11,2,0,knockout,gold,2086,11.98,88,217,349,155,118
badminton,3,12,38,450,2,5,0,league+knockout,silver,1976,7.59,24,34,812,166,239
cricket,1,16,67,1200,11,4,0,league+knockout,bronze,15635,0.45,176,422,3181,2397,1296
badminton,2,20,190,350,2,5,0,league,silver,3609,4.16,40,49,896,1243,445
football,2,16,120,350,11,5,1,league,silver,10063,1.49,176,328,1128,2188,617
football,3,8,28,150,11,2,0,league,bronze,1168,5.99,88,179,132,308,62
football,2,16,67,250,11,3,1,league+knockout,silver,6242,2.4,176,301,389,1282,249
football,3,8,7,300,11,2,0,knockout,gold,1371,18.23,88,181,291,72,99
cricket,1,10,45,650,11,4,0,league,gold,14355,1.74,110,208,2163,1115,1130
basketball,3,12,66,500,5,5,1,league,silver,2786,5.38,60,100,939,343,160
basketball,2,24,149,850,5,3,0,league+knockout,silver,5324,2.82,120,174,1133,1095,465
football,2,8,7,800,11,2,0,knockout,platinum,3906,12.8,88,157,919,124,448
basketball,1,6,9,1800,5,4,1,league+knockout,gold,20685,1.21,30,44,5055,139,3021
football,1,20,104,600,11,6,1,league+knockout,platinum,28627,1.75,220,372,2864,2522,1351
cricket,2,6,15,950,11,2,1,league,silver,6513,2.3,66,138,1265,395,529
basketball,3,16,15,100,5,2,0,knockout,bronze,352,19.89,80,125,72,93,38
cricket,2,8,7,650,11,2,0,knockout,gold,3944,6.34,88,214,903,153,395
football,2,16,15,850,11,1,0,knockout,silver,2319,6.47,176,339,548,251,232
football,1,32,31,1700,11,2,0,knockout,bronze,7031,1.0,352,624,2528,717,2029
volleyball,2,16,67,200,6,5,0,league+knockout,gold,2862,8.74,96,138,510,537,274
badminton,2,16,67,450,2,5,0,league+knockout,platinum,4808,10.4,32,41,1031,592,372
kabaddi,2,24,149,700,7,6,0,league+knockout,bronze,8038,0.87,168,266,2668,1417,1243
cricket,3,16,67,200,11,5,1,league+knockout,gold,7761,3.22,176,393,542,744,132
basketball,1,20,19,1850,5,2,0,knockout,bronze,3892,1.8,100,149,2457,250,1556
badminton,2,16,15,250,2,2,0,knockout,bronze,441,15.87,32,50,271,103,132
kabaddi,2,24,149,250,7,3,0,league+knockout,silver,4484,3.35,168,239,411,1374,219
cricket,2,10,9,200,11,1,0,knockout,gold,1746,14.32,110,227,132,242,65
football,1,4,4,1600,11,5,0,league+knockout,silver,21237,0.71,44,87,5944,114,2945
volleyball,3,20,190,200,6,4,1,league,silver,2113,7.1,120,184,323,744,100
basketball,2,24,276,600,5,2,1,league,bronze,4795,1.46,120,204,570,2472,311
cricket,1,8,28,550,11,4,0,league,silver,9390,1.6,88,194,1918,818,846
football,1,10,9,700,11,2,0,knockout,gold,3476,7.19,110,217,865,238,424
volleyball,1,16,67,600,6,4,1,league+knockout,bronze,3048,2.3,96,119,1153,556,540
basketball,1,16,120,1250,5,5,0,league,silver,12637,1.19,80,136,4211,1690,2023
cricket,2,12,11,600,11,2,1,knockout,silver,3776,3.97,132,318,731,281,411
basketball,3,16,15,150,5,1,0,knockout,silver,446,33.63,80,129,64,85,30
basketball,2,8,28,300,5,3,1,league,silver,1914,7.84,40,66,484,331,180
cricket,2,12,11,600,11,2,0,knockout,silver,3011,4.98,132,252,760,193,336
volleyball,3,16,120,250,6,2,0,league,silver,1354,11.08,96,147,167,605,41
kabaddi,2,8,17,750,7,5,0,league+knockout,gold,7084,3.53,56,102,1841,195,853
basketball,3,16,120,350,5,4,0,league,gold,3041,8.22,80,111,530,723,123
basketball,1,20,104,700,5,5,1,league+knockout,silver,11058,1.36,100,167,2405,1392,1475
cricket,2,20,19,700,11,2,0,knockout,silver,4921,3.05,220,422,1046,496,550
football,2,14,13,700,11,2,1,knockout,silver,3511,4.27,154,300,905,261,470
basketball,2,8,28,750,5,3,0,league,silver,2917,5.14,40,52,994,285,508
badminton,2,12,38,150,2,3,0,league+knockout,bronze,731,9.58,24,29,210,259,107
basketball,3,16,67,200,5,3,0,league+knockout,silver,1529,9.81,80,131,232,358,57
football,2,24,276,850,11,5,0,league,gold,23806,1.05,264,469,2801,4825,1046
volleyball,2,6,5,650,6,1,1,knockout,silver,664,22.59,36,45,332,41,170
cricket,1,8,7,1150,11,1,0,knockout,silver,3613,4.15,88,178,947,229,565
cricket,2,8,28,950,11,2,0,league,bronze,4879,1.43,88,200,1314,694,381
cricket,2,32,496,300,11,2,0,league,silver,33315,0.45,352,728,452,11937,241
football,2,10,45,450,11,5,0,league,silver,5909,2.54,110,177,1417,599,615
football,2,8,7,350,11,2,1,knockout,platinum,2603,19.21,88,171,458,95,221
volleyball,2,16,67,850,6,4,0,league+knockout,silver,3883,3.86,96,136,1372,473,560
badminton,2,14,91,200,2,5,0,league,silver,1719,8.73,28,40,430,554,221
badminton,2,16,120,850,2,3,0,league,bronze,2629,2.66,32,39,1277,678,571
football,1,12,11,850,11,1,1,knockout,silver,2735,5.48,132,220,671,242,363
badminton,2,24,23,800,2,2,1,knockout,silver,1624,9.24,48,72,819,201,310
football,3,16,120,400,11,3,1,league,silver,4878,3.08,176,283,497,1070,125
badminton,1,16,120,1250,2,3,1,league,gold,9274,2.7,32,51,2498,1278,1048
football,2,20,104,650,11,4,0,league+knockout,silver,9935,1.51,220,357,1683,1493,520
kabaddi,3,10,9,450,7,1,1,knockout,bronze,485,14.43,70,113,182,61,55
basketball,3,14,51,250,5,6,0,league+knockout,silver,2011,7.46,70,115,523,251,169
football,2,16,15,950,11,2,0,knockout,gold,4324,5.78,176,275,1077,221,557
kabaddi,1,16,67,600,7,5,1,league+knockout,bronze,7999,0.88,112,188,2200,1172,1448
volleyball,2,4,3,750,6,1,1,knockout,gold,779,32.09,24,31,342,17,172
badminton,1,16,15,1550,2,2,0,knockout,silver,3425,4.38,32,48,1873,122,1350
basketball,1,16,67,1100,5,3,0,league+knockout,silver,8228,1.82,80,125,2173,1095,1143
volleyball,1,10,9,1500,6,2,0,knockout,silver,2938,5.11,60,92,1707,79,1155
cricket,3,20,104,250,11,3,1,league+knockout,silver,9546,1.57,220,535,407,1737,156
badminton,1,6,9,1900,2,4,0,league+knockout,gold,14289,1.75,12,16,4797,87,2463
kabaddi,3,20,190,300,7,3,0,league,silver,3974,3.77,140,233,402,1580,98
volleyball,2,16,120,1000,6,5,0,league,silver,5199,2.89,96,128,2129,934,767
kabaddi,1,12,11,1850,7,2,1,knockout,silver,5885,2.55,84,143,2834,176,1142
volleyball,2,12,11,250,6,1,0,knockout,silver,390,38.46,72,94,99,67,78
football,2,10,26,850,11,3,0,league+knockout,silver,6922,2.17,110,189,1689,464,525
badminton,2,16,120,750,2,2,0,league,silver,2632,5.7,32,46,658,996,218
football,1,16,15,300,11,2,1,knockout,gold,3152,7.93,176,291,433,271,330
volleyball,3,8,7,450,6,2,1,knockout,silver,499,30.06,48,63,276,29,53
football,2,16,67,150,11,6,1,league+knockout,gold,8330,3.0,176,341,474,1290,278
volleyball,1,12,38,1000,6,4,0,league+knockout,gold,9442,2.65,72,93,2603,450,1912
kabaddi,3,12,66,50,7,4,0,league,platinum,1735,28.82,84,143,84,369,34
football,1,24,149,1300,11,4,1,league+knockout,bronze,20921,0.33,264,516,4082,3945,1905
basketball,3,8,7,100,5,1,0,knockout,bronze,170,41.18,40,69,42,32,14
football,1,20,190,1100,11,4,1,league,bronze,19036,0.37,220,339,3440,5554,1638
basketball,3,32,31,250,5,1,0,knockout,gold,1044,23.95,160,266,108,148,44
volleyball,2,14,51,250,6,5,1,league+knockout,platinum,3468,14.42,84,110,566,345,297
kabaddi,1,14,51,1400,7,6,1,league+knockout,silver,21490,0.7,98,144,6367,600,3107
volleyball,2,16,120,200,6,5,0,league,platinum,3240,15.43,96,132,410,832,214
football,2,16,15,650,11,1,0,knockout,gold,2494,10.02,176,311,377,307,159
basketball,2,20,104,750,5,3,1,league+knockout,bronze,3791,1.85,100,161,1061,899,311
badminton,2,4,4,750,2,6,0,league+knockout,bronze,3303,2.12,8,11,1890,34,898
volleyball,3,8,7,450,6,2,0,knockout,gold,698,35.82,48,72,358,28,82
football,3,16,67,200,11,6,1,league+knockout,gold,6259,3.99,176,338,510,790,109
football,1,16,15,1200,11,1,0,knockout,silver,3270,4.59,176,364,770,363,507
cricket,1,8,17,500,11,3,1,league+knockout,silver,7653,1.96,88,195,1034,597,535
badminton,2,20,104,300,2,5,1,league+knockout,silver,2786,5.38,40,56,690,613,206
basketball,2,20,19,700,5,2,0,knockout,bronze,1359,5.15,100,138,819,191,328
badminton,1,16,15,1350,2,1,0,knockout,silver,1493,10.05,32,41,904,125,391
basketball,3,20,104,100,5,6,0,league+knockout,silver,1963,7.64,100,147,233,527,94
football,2,16,15,200,11,2,0,knockout,silver,1694,8.85,176,279,247,305,122
kabaddi,3,32,31,350,7,2,0,knockout,platinum,2153,23.22,224,366,279,216,111
basketball,2,8,7,650,5,2,0,knockout,bronze,919,7.62,40,69,627,63,267
basketball,2,20,19,500,5,1,1,knockout,bronze,844,8.29,100,146,259,217,152
badminton,2,16,120,750,2,5,1,league,platinum,7469,6.69,32,39,1704,794,724
basketball,2,6,9,950,5,5,1,league+knockout,silver,8038,1.87,30,49,2871,94,982
volleyball,1,16,120,1700,6,2,0,league,silver,6196,2.42,96,136,2078,1102,1419
volleyball,3,8,17,350,6,5,0,league+knockout,silver,1580,9.49,48,71,701,81,172
basketball,2,16,67,850,5,4,0,league+knockout,gold,6635,3.77,80,102,1514,597,685
basketball,1,12,11,650,5,1,1,knockout,silver,1356,11.06,60,98,431,144,320
basketball,2,16,15,750,5,1,1,knockout,gold,1615,15.48,80,135,431,161,196
kabaddi,1,8,17,650,7,5,1,league+knockout,platinum,11959,4.18,56,99,2095,209,1368
kabaddi,2,16,15,350,7,1,0,knockout,silver,854,17.56,112,190,170,144,96
kabaddi,2,8,28,900,7,3,0,league,silver,3721,4.03,56,78,1254,287,622
basketball,3,16,67,400,5,3,1,league+knockout,silver,2238,6.7,80,118,410,432,81
football,1,16,120,1600,11,3,0,league,silver,14914,1.01,176,286,3037,2239,1627
cricket,2,16,15,800,11,2,0,knockout,bronze,3748,1.87,176,435,1226,259,680
kabaddi,2,16,15,550,7,1,0,knockout,silver,1109,13.53,112,172,344,136,160
basketball,1,24,276,1500,5,2,0,league,bronze,10067,0.7,120,179,2148,4598,1601
badminton,1,16,15,950,2,1,0,knockout,bronze,790,8.86,32,40,506,146,330
volleyball,1,12,38,550,6,3,1,league+knockout,silver,3346,4.48,72,99,964,381,513
badminton,1,32,31,1400,2,2,1,knockout,gold,4775,5.24,64,96,1773,368,1110
kabaddi,1,16,15,1950,7,2,0,knockout,bronze,3738,1.87,112,190,2422,196,1233
basketball,2,16,15,300,5,1,0,knockout,gold,832,30.05,80,121,156,120,102
basketball,2,16,67,500,5,3,0,league+knockout,bronze,2583,2.71,80,111,829,488,424
basketball,3,32,31,200,5,2,0,knockout,platinum,1327,37.68,160,243,148,148,70
basketball,2,16,120,750,5,2,1,league,silver,3792,3.96,80,110,733,879,379
badminton,3,20,104,250,2,4,0,league+knockout,bronze,1240,5.65,40,59,366,512,90
kabaddi,3,32,496,250,7,5,1,league,silver,9328,1.61,224,348,457,3968,144
kabaddi,2,4,6,950,7,5,1,league,gold,8081,3.09,28,46,2611,49,829
cricket,2,24,23,400,11,2,0,knockout,silver,3967,3.78,264,538,566,519,317
kabaddi,3,16,120,300,7,4,0,league,gold,3801,6.58,112,186,585,816,178
volleyball,3,10,45,100,6,5,0,league,bronze,542,12.92,60,71,192,199,42
volleyball,2,24,276,350,6,4,0,league,silver,3742,4.01,144,186,570,1666,352
cricket,1,16,120,1450,11,3,0,league,silver,24013,0.62,176,372,3052,4241,2041
kabaddi,1,20,190,1900,7,4,1,league,bronze,16652,0.42,140,200,5773,3590,2534
cricket,2,8,17,600,11,4,1,league+knockout,gold,10730,2.33,88,204,1407,396,652
basketball,2,8,7,250,5,1,1,knockout,silver,482,31.12,40,57,138,76,63
badminton,1,24,23,1950,2,1,0,knockout,platinum,3424,14.6,48,66,1289,287,593
football,2,32,31,650,11,1,0,knockout,bronze,2346,2.98,352,679,430,401,223
basketball,1,8,28,1350,5,2,0,league,gold,6470,3.86,40,57,2017,402,818
volleyball,1,14,13,600,6,2,0,knockout,gold,1520,16.45,84,98,646,135,317
basketball,3,20,104,300,5,3,0,league+knockout,silver,2417,6.21,100,171,399,552,134
kabaddi,2,10,26,650,7,6,1,league+knockout,bronze,5362,1.31,70,112,2131,247,872
badminton,2,14,13,300,2,2,1,knockout,silver,576,26.04,28,34,267,77,108
football,2,32,31,800,11,2,0,knockout,silver,4302,3.49,352,690,795,562,469
football,3,16,15,450,11,2,0,knockout,gold,2188,11.43,176,301,439,152,99
basketball,2,20,104,300,5,3,0,league+knockout,silver,3501,4.28,100,150,409,1145,160
football,1,32,496,1300,11,4,1,league,bronze,26678,0.26,352,688,3405,9717,1522
volleyball,1,6,9,1850,6,4,0,league+knockout,gold,14265,1.75,36,45,4782,74,2813
cricket,2,20,19,350,11,2,0,knockout,gold,4221,5.92,220,463,485,373,335
basketball,2,8,7,850,5,2,0,knockout,bronze,1402,4.99,40,67,1026,64,428
badminton,2,16,120,950,2,3,1,league,silver,4081,3.68,32,40,1357,722,548
basketball,3,20,19,150,5,1,1,knockout,silver,604,24.83,100,139,69,130,31
badminton,1,24,23,1500,2,2,1,knockout,platinum,5183,9.65,48,70,1795,217,955
volleyball,1,20,104,1550,6,4,0,league+knockout,silver,11154,1.34,120,167,3697,923,2668
basketball,2,10,9,250,5,1,0,knockout,silver,444,33.78,50,69,142,67,58
cricket,2,8,28,500,11,3,1,league,silver,6633,2.26,88,176,932,745,496
badminton,1,14,91,1000,2,4,1,league,bronze,6691,1.05,28,44,2849,1049,1930
football,1,4,3,1950,11,1,0,knockout,platinum,5353,9.34,44,75,1483,61,716
volleyball,1,20,190,550,6,3,0,league,silver,4384,3.42,120,174,1036,1566,522
cricket,2,20,19,700,11,1,0,knockout,gold,3884,6.44,220,534,450,322,200
badminton,1,8,28,750,2,4,0,league,gold,5552,4.5,16,23,1869,258,1124
football,3,10,45,400,11,5,1,league,bronze,3291,2.13,110,203,898,483,241
kabaddi,3,16,120,150,7,5,1,league,platinum,4534,11.03,112,168,348,942,96
basketball,1,16,67,350,5,3,0,league+knockout,gold,5350,4.67,80,119,700,1075,427
basketball,1,16,120,550,5,4,1,league,gold,10092,2.48,80,129,1536,1989,909
basketball,1,16,15,550,5,1,0,knockout,gold,1548,16.15,80,121,394,220,262
football,3,12,38,450,11,6,0,league+knockout,gold,6838,3.66,132,273,1399,312,237
basketball,2,10,26,900,5,4,0,league+knockout,silver,6003,2.5,50,79,2076,232,931
kabaddi,3,16,120,200,7,4,1,league,bronze,1906,3.67,112,157,382,617,133
basketball,3,16,120,200,5,4,1,league,silver,2426,6.18,80,116,279,856,64
cricket,1,12,38,1100,11,6,0,league+knockout,silver,25021,0.6,132,321,4951,1433,2131
badminton,2,16,67,600,2,5,1,league+knockout,silver,5047,2.97,32,47,1669,564,595
badminton,2,20,19,200,2,1,0,knockout,bronze,291,24.05,40,63,104,141,40
basketball,2,24,149,550,5,5,1,league+knockout,gold,8482,2.95,120,185,1233,1352,509
badminton,2,24,276,300,2,4,1,league,silver,4353,3.45,48,67,617,1847,300
cricket,3,10,26,500,11,5,0,league+knockout,silver,6453,2.32,110,278,1234,351,340
football,3,16,120,100,11,5,1,league,bronze,3257,2.15,176,270,198,1168,103
basketball,2,8,28,1000,5,4,0,league,gold,5447,4.59,40,67,1906,264,530
volleyball,1,16,15,1500,6,1,1,knockout,silver,2039,7.36,96,136,900,170,614
badminton,3,16,120,450,2,2,0,league,silver,1409,10.65,32,40,361,526,85
volleyball,3,8,28,500,6,5,0,league,silver,1494,10.04,48,58,766,129,164
football,1,20,190,1100,11,2,0,league,bronze,12894,0.54,220,338,1321,5514,1097
volleyball,1,24,276,1950,6,2,1,league,bronze,6767,1.03,144,217,2281,2632,1007
volleyball,2,8,28,600,6,4,0,league,silver,2257,6.65,48,59,988,171,494
volleyball,2,16,120,700,6,2,0,league,bronze,1762,3.97,96,118,630,774,214
football,2,8,17,250,11,5,0,league+knockout,silver,3497,4.29,88,153,680,351,232
football,1,6,5,1800,11,2,0,knockout,platinum,7826,6.39,66,114,2253,113,932
badminton,3,4,3,100,2,2,0,knockout,gold,175,142.86,8,11,82,17,22
cricket,2,16,15,700,11,2,0,knockout,gold,5519,4.53,176,360,1020,323,574
badminton,2,24,149,300,2,6,1,league+knockout,platinum,5586,8.95,48,70,808,807,412
cricket,2,24,23,950,11,1,0,knockout,silver,4293,3.49,264,563,584,585,389
badminton,1,10,45,1950,2,2,1,league,silver,6148,2.44,20,24,2042,572,1408
cricket,2,8,28,200,11,4,0,league,silver,4583,3.27,88,179,570,743,306
cricket,1,24,149,1800,11,5,1,league+knockout,bronze,36220,0.19,264,607,6607,5085,2892
football,2,4,3,850,11,1,0,knockout,silver,1449,10.35,44,76,536,58,252
badminton,3,8,17,350,2,3,0,league+knockout,silver,1094,13.71,16,25,457,95,113
volleyball,2,4,3,350,6,1,0,knockout,silver,285,52.63,24,36,160,25,55
basketball,2,6,9,700,5,4,1,league+knockout,silver,4550,3.3,30,49,1624,102,474
badminton,3,32,31,300,2,1,0,knockout,silver,482,31.12,64,90,131,152,45
volleyball,3,16,15,350,6,2,0,knockout,silver,533,28.14,96,137,215,55,58
badminton,3,16,15,350,2,1,0,knockout,gold,432,57.87,32,46,145,82,41
cricket,3,10,45,450,11,3,1,league,silver,4842,3.1,110,209,761,508,191
badminton,2,16,67,600,2,6,1,league+knockout,silver,4533,3.31,32,50,1571,443,515
badminton,2,16,67,250,2,3,0,league+knockout,bronze,1086,6.45,32,47,317,403,135
basketball,2,20,19,1000,5,2,0,knockout,bronze,1567,4.47,100,150,1075,137,355
volleyball,2,8,28,650,6,5,0,league,silver,3102,4.84,48,62,1392,208,709
kabaddi,2,4,3,800,7,1,0,knockout,silver,986,15.21,28,46,483,32,233
volleyball,1,32,31,1500,6,1,0,knockout,silver,2101,7.14,192,253,868,298,601
basketball,1,12,66,1900,5,5,0,league,silver,19315,0.78,60,98,7096,1025,4162
cricket,3,8,17,350,11,5,1,league+knockout,silver,5547,2.7,88,200,1003,197,287
football,1,24,23,550,11,2,1,knockout,silver,4677,3.21,264,509,830,600,581
cricket,1,20,190,950,11,2,0,league,gold,31787,0.79,220,530,1457,7212,1046
cricket,3,32,31,300,11,1,1,knockout,gold,4859,5.15,352,848,140,496,92
cricket,2,10,45,500,11,2,0,league,silver,5173,2.9,110,215,604,874,326
volleyball,1,20,104,450,6,3,0,league+knockout,bronze,2615,2.68,120,153,750,887,458
cricket,1,8,17,700,11,6,0,league+knockout,platinum,28826,1.73,88,205,3573,571,2451
cricket,2,16,15,450,11,1,0,knockout,silver,2426,6.18,176,433,262,289,188
volleyball,2,20,190,650,6,4,1,league,gold,6609,3.78,120,176,1327,1496,562
volleyball,1,24,276,1550,6,4,1,league,silver,11643,1.29,144,200,3053,2713,1996
volleyball,3,24,23,300,6,2,0,knockout,bronze,524,13.36,144,188,207,108,88
football,2,20,19,450,11,2,0,knockout,gold,3159,7.91,220,382,527,348,208
kabaddi,3,12,38,250,7,5,0,league+knockout,gold,2741,9.12,84,121,616,249,109
badminton,3,32,31,200,2,2,0,knockout,silver,492,30.49,64,96,159,133,40
football,2,16,120,250,11,5,1,league,bronze,5219,1.34,176,333,663,1570,326
football,3,16,120,250,11,3,0,league,gold,5159,4.85,176,274,382,1096,110
cricket,2,20,190,850,11,3,1,league,gold,27760,0.9,220,469,1670,4939,862
football,2,24,149,500,11,5,0,league+knockout,silver,13736,1.09,264,452,1432,2929,831
badminton,2,8,28,950,2,5,0,league,bronze,3018,2.32,16,23,2095,249,598
football,3,12,11,400,11,1,0,knockout,silver,1125,13.33,132,233,185,134,66
football,1,16,15,1300,11,1,0,knockout,silver,3339,4.49,176,305,804,416,525
cricket,2,24,276,950,11,4,1,league,bronze,19789,0.35,264,650,2924,4584,1273
volleyball,2,24,23,1000,6,1,0,knockout,bronze,865,8.09,144,195,475,166,234
badminton,3,16,15,100,2,1,0,knockout,bronze,150,46.67,32,42,38,76,12
kabaddi,2,16,120,350,7,2,1,league,silver,4295,3.49,112,160,410,1427,258
volleyball,2,12,11,850,6,2,0,knockout,silver,1129,13.29,72,92,694,63,267
badminton,2,14,91,250,2,5,0,league,silver,2167,6.92,28,45,600,707,225
basketball,2,8,28,900,5,4,0,league,silver,5109,2.94,40,67,2113,229,842
volleyball,1,32,31,1450,6,1,0,knockout,silver,1907,7.87,192,247,816,264,488
cricket,2,12,11,250,11,1,1,knockout,bronze,1417,4.94,132,304,160,237,104
basketball,3,8,7,400,5,1,1,knockout,platinum,643,77.76,40,58,149,36,50
football,1,6,9,1650,11,3,1,league+knockout,silver,13392,1.12,66,106,2994,256,1721
football,1,24,23,1250,11,2,1,knockout,bronze,5002,1.4,264,404,1611,418,1273
cricket,2,12,11,500,11,1,1,knockout,gold,2820,8.87,132,257,346,247,137
kabaddi,3,16,15,200,7,2,0,knockout,bronze,609,11.49,112,201,196,104,64
cricket,1,16,120,1250,11,2,0,league,silver,19928,0.75,176,411,2131,3920,1563
badminton,2,12,11,450,2,1,1,knockout,silver,588,25.51,24,38,242,93,128
cricket,2,12,66,450,11,2,0,league,gold,9109,2.74,132,248,674,1580,365
volleyball,1,8,7,850,6,2,0,knockout,silver,1487,10.09,48,59,854,81,523
badminton,2,16,15,400,2,2,0,knockout,bronze,550,12.73,32,41,403,88,169
