sport,city_tier,current_registrations,days_since_open,total_days_available,max_teams,entry_fee,prize_pool,has_sponsor,format,fill_percentage,days_remaining,projected_registrations,fill_rate,label
badminton,1,8,4,18,24,4100,37000,1,league,33.3,14,36.0,2.331,oversubscribed
volleyball,2,12,7,13,24,2200,11500,0,knockout,50.0,6,23.4,0.976,will_fill
badminton,2,5,9,11,10,800,2000,0,league,50.0,2,6.6,0.658,wont_fill
basketball,1,8,1,10,16,3800,14500,0,league,50.0,9,24.0,7.472,oversubscribed
badminton,3,5,5,14,8,450,4500,0,league,62.5,9,12.0,1.572,oversubscribed
badminton,1,8,12,19,16,3900,30000,1,league,50.0,7,18.4,1.148,will_fill
kabaddi,3,1,4,13,16,500,1500,0,knockout,6.2,9,5.3,0.333,wont_fill
football,3,5,8,13,8,1100,2000,0,league+knockout,62.5,5,8.6,1.075,will_fill
badminton,2,8,3,5,24,2250,1000,0,knockout,33.3,2,17.1,0.711,wont_fill
football,2,1,6,20,8,1850,22500,0,knockout,12.5,14,6.4,0.802,wont_fill
badminton,3,7,9,15,24,250,8500,0,league+knockout,29.2,6,11.5,0.479,wont_fill
cricket,3,1,2,6,4,750,1000,0,knockout,25.0,4,4.5,1.133,will_fill
kabaddi,3,5,7,7,32,800,3500,0,knockout,15.6,0,0.0,0.0,wont_fill
kabaddi,1,1,1,10,8,2800,41000,1,league,12.5,9,12.0,1.948,oversubscribed
football,1,5,14,14,10,3150,48000,0,knockout,50.0,0,3.1,0.309,wont_fill
football,2,2,1,13,16,2750,7000,0,league,12.5,12,24.0,2.049,oversubscribed
badminton,1,1,8,12,4,2250,44500,1,league+knockout,25.0,4,2.4,0.593,wont_fill
kabaddi,1,4,8,13,24,1950,37500,0,knockout,16.7,5,11.3,0.47,wont_fill
badminton,2,7,9,12,10,950,8500,0,knockout,70.0,3,12.2,1.222,oversubscribed
volleyball,1,5,1,7,20,4050,12000,0,league,25.0,6,30.0,2.059,oversubscribed
kabaddi,1,5,7,12,20,4450,17000,0,knockout,25.0,5,10.0,0.502,wont_fill
badminton,3,9,2,8,12,950,11000,0,knockout,75.0,6,18.0,2.961,oversubscribed
badminton,1,4,5,18,14,1500,5500,1,league+knockout,28.6,13,19.3,1.379,oversubscribed
football,2,2,10,16,20,2100,5500,0,knockout,10.0,6,4.3,0.214,wont_fill
cricket,1,6,11,11,8,1000,43500,1,league+knockout,75.0,0,6.5,0.818,wont_fill
football,3,1,6,13,12,950,10500,0,league+knockout,8.3,7,1.4,0.114,wont_fill
basketball,2,19,3,13,24,350,17000,0,knockout,79.2,10,36.0,5.253,oversubscribed
volleyball,3,3,16,17,12,850,10000,0,league+knockout,25.0,1,2.9,0.244,wont_fill
football,3,12,11,19,20,1100,10500,0,league,60.0,8,28.3,1.417,oversubscribed
cricket,1,3,4,5,10,4950,29000,0,league,30.0,1,5.6,0.559,wont_fill
volleyball,3,5,6,9,10,850,10500,1,knockout,50.0,3,9.1,0.908,will_fill
volleyball,2,3,1,8,4,1150,22500,0,knockout,75.0,7,6.0,8.974,oversubscribed
volleyball,3,6,14,19,12,700,4500,0,knockout,50.0,5,9.2,0.768,wont_fill
badminton,1,9,1,11,24,3900,7500,1,league+knockout,37.5,10,36.0,5.558,oversubscribed
cricket,2,2,11,11,8,1500,23500,0,knockout,25.0,0,2.1,0.261,wont_fill
badminton,2,2,6,9,8,750,1500,0,league+knockout,25.0,3,2.2,0.27,wont_fill
volleyball,3,3,9,12,6,1300,4500,1,knockout,50.0,3,4.6,0.767,wont_fill
badminton,1,19,15,18,24,1400,46000,1,knockout,79.2,3,34.1,1.42,oversubscribed
basketball,2,9,15,16,16,2300,21500,0,knockout,56.2,1,11.3,0.704,wont_fill
kabaddi,2,8,14,17,24,2000,5500,0,knockout,33.3,3,11.1,0.461,wont_fill
kabaddi,2,4,4,9,8,550,9500,1,knockout,50.0,5,12.0,1.519,oversubscribed
football,3,17,17,19,24,450,9500,1,knockout,70.8,2,24.6,1.025,will_fill
volleyball,2,3,7,12,8,2100,10000,0,league+knockout,37.5,5,3.2,0.398,wont_fill
basketball,3,3,13,13,12,600,9500,1,league,25.0,0,2.5,0.205,wont_fill
kabaddi,2,3,7,7,16,2050,6000,0,knockout,18.8,0,0.5,0.031,wont_fill
basketball,1,13,3,17,24,3000,20500,1,league,54.2,14,36.0,4.924,oversubscribed
kabaddi,2,5,18,21,12,2250,22500,0,league,41.7,3,6.2,0.514,wont_fill
cricket,2,7,7,10,14,550,11500,1,league,50.0,3,17.1,1.22,oversubscribed
basketball,2,6,1,15,16,1000,9000,0,knockout,37.5,14,24.0,7.894,oversubscribed
badminton,2,3,17,19,12,1700,4500,0,knockout,25.0,2,3.6,0.298,wont_fill
kabaddi,2,5,2,5,10,1150,13500,0,knockout,50.0,3,15.0,1.683,oversubscribed
basketball,2,8,7,9,14,800,10500,0,league,57.1,2,11.9,0.852,will_fill
badminton,1,14,8,19,16,3450,44500,0,league,87.5,11,24.0,3.067,oversubscribed
badminton,2,5,12,18,12,2800,3500,0,league+knockout,41.7,6,8.6,0.715,wont_fill
volleyball,1,7,7,19,10,2200,25500,0,league,70.0,12,15.0,2.851,oversubscribed
volleyball,2,1,7,8,8,1100,19500,0,league,12.5,1,1.8,0.225,wont_fill
cricket,2,1,5,6,16,2750,9500,0,knockout,6.2,1,2.3,0.143,wont_fill
badminton,2,5,2,5,12,1750,12500,0,league+knockout,41.7,3,16.4,1.366,oversubscribed
football,2,3,13,19,8,2850,20000,0,knockout,37.5,6,6.0,0.745,wont_fill
football,3,1,2,9,8,900,10000,0,knockout,12.5,7,5.0,0.631,wont_fill
kabaddi,2,8,3,5,24,3000,20500,0,league+knockout,33.3,2,13.4,0.559,wont_fill
basketball,3,2,14,16,4,900,8000,0,league,50.0,2,3.0,0.762,wont_fill
badminton,1,16,9,16,32,4750,31500,0,knockout,50.0,7,39.7,1.239,oversubscribed
basketball,3,3,11,15,8,1250,10000,0,knockout,37.5,4,6.1,0.759,wont_fill
badminton,1,5,7,17,8,2750,48000,0,league,62.5,10,12.0,2.388,oversubscribed
football,2,7,19,19,24,650,24500,0,league+knockout,29.2,0,6.3,0.263,wont_fill
volleyball,3,2,8,10,8,1050,8500,1,knockout,25.0,2,2.9,0.367,wont_fill
badminton,3,2,5,5,8,250,7000,0,knockout,25.0,0,1.4,0.173,wont_fill
football,1,6,3,16,16,3500,20500,0,knockout,37.5,13,24.0,3.768,oversubscribed
badminton,2,12,13,15,24,1650,14000,0,league,50.0,2,18.0,0.749,wont_fill
badminton,2,5,3,6,24,2700,23000,0,league,20.8,3,14.0,0.582,wont_fill
basketball,1,0,8,15,4,4400,35500,0,league+knockout,0.0,7,0.0,0.0,wont_fill
volleyball,2,1,6,16,4,1950,9000,1,league+knockout,25.0,10,3.0,0.755,wont_fill
badminton,3,4,19,20,16,1250,6500,0,league,25.0,1,4.0,0.253,wont_fill
volleyball,2,2,2,6,8,2400,1000,0,league,25.0,4,6.3,0.782,wont_fill
basketball,3,13,9,16,24,350,3000,0,knockout,54.2,7,24.8,1.035,will_fill
cricket,1,5,1,6,16,4050,8500,0,knockout,31.2,5,24.0,3.803,oversubscribed
badminton,2,9,10,15,16,1800,19000,0,league,56.2,5,17.5,1.091,will_fill
football,2,3,6,7,4,1850,21500,0,knockout,75.0,1,5.2,1.297,oversubscribed
volleyball,3,13,14,14,32,350,11000,0,league,40.6,0,12.3,0.384,wont_fill
volleyball,1,2,11,21,16,2900,2500,0,league,12.5,10,4.4,0.278,wont_fill
badminton,2,7,1,13,16,1250,13000,0,league+knockout,43.8,12,24.0,5.56,oversubscribed
football,3,1,17,18,6,450,4000,0,knockout,16.7,1,0.0,0.0,wont_fill
cricket,3,1,4,17,16,1500,8500,1,league,6.2,13,5.5,0.343,wont_fill
football,2,1,16,17,8,1550,13500,1,league+knockout,12.5,1,1.7,0.208,wont_fill
kabaddi,1,8,3,7,16,3800,39500,0,league+knockout,50.0,4,21.9,1.366,oversubscribed
cricket,2,2,3,7,12,1600,21500,0,league,16.7,4,7.2,0.598,wont_fill
kabaddi,1,1,1,21,4,3250,19000,0,league+knockout,25.0,20,6.0,6.539,oversubscribed
kabaddi,1,7,6,21,10,2600,30000,0,league,70.0,15,15.0,3.325,oversubscribed
cricket,2,12,2,20,32,1700,10000,0,league,37.5,18,48.0,5.163,oversubscribed
badminton,1,7,5,18,24,2650,26500,1,league,29.2,13,36.0,1.605,oversubscribed
football,1,0,6,19,8,4550,48000,0,knockout,0.0,13,0.4,0.056,wont_fill
kabaddi,1,2,3,5,16,3700,24000,0,league,12.5,2,5.9,0.367,wont_fill
badminton,2,7,6,8,16,750,2000,0,league+knockout,43.8,2,10.6,0.665,wont_fill
cricket,2,7,7,7,8,2950,9500,0,league+knockout,87.5,0,6.1,0.764,wont_fill
basketball,2,6,12,20,16,2050,16000,0,league,37.5,8,12.7,0.793,wont_fill
volleyball,1,5,21,21,14,2000,7000,0,league+knockout,35.7,0,7.1,0.509,wont_fill
football,2,4,9,14,20,1000,12000,0,knockout,20.0,5,6.9,0.344,wont_fill
badminton,3,6,12,14,10,800,2500,0,knockout,60.0,2,8.4,0.845,will_fill
basketball,2,8,7,17,12,1950,12000,1,league,66.7,10,18.0,2.251,oversubscribed
football,2,3,2,5,16,550,6000,0,league,18.8,3,10.1,0.63,wont_fill
badminton,2,13,1,17,32,400,15000,0,league,40.6,16,48.0,7.971,oversubscribed
volleyball,3,3,2,7,8,1250,2000,0,knockout,37.5,5,9.3,1.164,oversubscribed
cricket,1,8,5,15,16,1200,26000,0,league,50.0,10,24.0,2.996,oversubscribed
kabaddi,2,4,6,20,8,1550,15000,0,league+knockout,50.0,14,12.0,1.729,oversubscribed
football,2,7,4,11,8,1150,8500,0,knockout,87.5,7,12.0,3.729,oversubscribed
cricket,2,2,2,8,6,1700,5500,0,league,33.3,6,9.0,1.852,oversubscribed
volleyball,1,4,6,12,24,3100,48500,1,knockout,16.7,6,9.8,0.409,wont_fill
kabaddi,1,1,7,13,14,4300,34000,0,league,7.1,6,2.3,0.164,wont_fill
basketball,2,7,6,17,16,1750,20000,1,knockout,43.8,11,24.0,1.939,oversubscribed
basketball,2,1,1,6,6,2800,4500,0,league,16.7,5,7.3,1.209,oversubscribed
basketball,3,20,4,9,24,100,11000,0,league,83.3,5,36.0,2.031,oversubscribed
football,2,7,11,12,12,1800,5000,1,league+knockout,58.3,1,8.2,0.687,wont_fill
kabaddi,1,4,13,14,20,3900,6000,0,league,20.0,1,2.4,0.119,wont_fill
cricket,1,4,14,18,8,3150,50000,0,knockout,50.0,4,10.8,1.356,oversubscribed
football,2,1,5,5,4,1400,7000,0,league+knockout,25.0,0,2.0,0.506,wont_fill
basketball,1,5,6,14,32,3500,15000,0,league,15.6,8,15.8,0.495,wont_fill
kabaddi,3,4,9,17,20,800,6500,0,league,20.0,8,7.5,0.374,wont_fill
kabaddi,2,1,8,14,8,1950,7000,0,league+knockout,12.5,6,1.4,0.174,wont_fill
football,1,11,12,19,16,3050,41500,0,league,68.8,7,24.0,1.659,oversubscribed
volleyball,2,2,5,19,16,1150,22000,0,league,12.5,14,9.0,0.564,wont_fill
volleyball,3,2,6,9,8,650,4000,0,league,25.0,3,2.9,0.366,wont_fill
basketball,1,10,2,17,16,2200,43500,0,league+knockout,62.5,15,24.0,7.838,oversubscribed
basketball,3,9,7,7,12,950,11500,0,league+knockout,75.0,0,10.2,0.849,will_fill
badminton,1,1,5,8,8,4900,34500,0,knockout,12.5,3,2.6,0.322,wont_fill
basketball,2,3,14,20,8,1950,5000,0,league,37.5,6,5.3,0.658,wont_fill
football,2,2,5,8,6,1400,2000,1,league,33.3,3,3.9,0.642,wont_fill
volleyball,1,2,8,17,8,3150,38000,0,league,25.0,9,6.4,0.801,wont_fill
badminton,3,3,8,19,16,850,1500,0,league,18.8,11,7.2,0.452,wont_fill
kabaddi,2,2,8,14,8,1350,21500,0,knockout,25.0,6,4.7,0.587,wont_fill
volleyball,3,7,16,20,12,350,7000,1,league,58.3,4,10.8,0.904,will_fill
volleyball,2,26,10,11,32,1500,13000,0,knockout,81.2,1,35.3,1.103,will_fill
kabaddi,3,0,5,6,8,850,3500,0,knockout,0.0,1,1.3,0.16,wont_fill
kabaddi,2,12,1,9,16,1300,8000,0,league,75.0,8,24.0,6.032,oversubscribed
basketball,1,0,2,10,8,700,7000,0,knockout,0.0,8,0.0,0.0,wont_fill
cricket,3,5,11,14,8,950,9000,0,knockout,62.5,3,8.2,1.025,will_fill
badminton,1,3,11,19,16,1350,28000,1,knockout,18.8,8,8.4,0.524,wont_fill
cricket,1,5,16,20,8,4500,6500,1,league,62.5,4,9.6,1.203,oversubscribed
kabaddi,2,4,1,9,20,2550,14500,0,knockout,20.0,8,30.0,1.933,oversubscribed
volleyball,2,5,6,20,10,2050,23000,1,knockout,50.0,14,15.0,2.428,oversubscribed
kabaddi,3,6,20,21,8,450,9500,0,knockout,75.0,1,7.3,0.909,will_fill
kabaddi,2,23,19,21,24,2800,11500,1,knockout,95.8,2,30.1,1.253,oversubscribed
cricket,2,8,10,10,10,2900,16500,1,knockout,80.0,0,8.0,0.795,wont_fill
cricket,2,3,5,9,6,1700,3500,1,league+knockout,50.0,4,7.8,1.305,oversubscribed
cricket,1,14,10,11,16,1850,20000,1,knockout,87.5,1,22.4,1.399,oversubscribed
volleyball,2,1,13,17,8,2550,14000,0,league,12.5,4,1.0,0.121,wont_fill
football,2,3,9,16,16,1450,22000,0,league+knockout,18.8,7,5.6,0.347,wont_fill
volleyball,1,7,1,12,8,950,29000,0,league,87.5,11,12.0,17.866,oversubscribed
football,2,2,5,17,6,1550,4500,1,league,33.3,12,9.0,1.573,oversubscribed
badminton,1,3,11,11,8,4650,32500,0,league,37.5,0,1.6,0.204,wont_fill
kabaddi,2,3,11,20,6,550,1500,1,league,50.0,9,6.4,1.059,will_fill
football,1,3,2,15,12,2150,2500,0,knockout,25.0,13,18.0,3.685,oversubscribed
volleyball,2,1,8,18,8,1300,3000,0,league+knockout,12.5,10,0.5,0.059,wont_fill
volleyball,2,5,9,16,14,500,12000,0,knockout,35.7,7,11.3,0.808,wont_fill
basketball,1,4,4,16,12,1900,47000,0,league+knockout,33.3,12,18.0,2.208,oversubscribed
kabaddi,3,4,2,10,8,700,2500,0,league,50.0,8,12.0,1.629,oversubscribed
football,1,7,4,6,20,1400,39000,0,league,35.0,2,17.0,0.852,will_fill
basketball,2,3,5,6,12,2000,3000,0,league+knockout,25.0,1,2.7,0.228,wont_fill
basketball,1,5,1,8,16,3000,35000,0,league,31.2,7,24.0,3.82,oversubscribed
volleyball,2,10,6,11,24,2800,15000,1,league,41.7,5,18.5,0.769,wont_fill
volleyball,1,1,8,21,10,1950,41500,0,league,10.0,13,3.3,0.33,wont_fill
basketball,2,9,5,10,16,2850,8000,0,league,56.2,5,18.0,1.126,will_fill
kabaddi,3,7,15,19,16,1150,11000,0,league+knockout,43.8,4,8.6,0.536,wont_fill
basketball,2,2,13,20,8,2150,8000,0,knockout,25.0,7,5.7,0.708,wont_fill
badminton,2,3,8,12,4,1200,15500,1,league,75.0,4,6.0,1.699,oversubscribed
kabaddi,2,2,1,8,6,1150,1500,0,knockout,33.3,7,9.0,2.847,oversubscribed
football,1,4,20,20,8,4150,2500,0,knockout,50.0,0,4.2,0.527,wont_fill
volleyball,1,3,6,6,6,2400,35500,1,league,50.0,0,2.5,0.421,wont_fill
football,2,9,3,15,16,2600,7000,0,league+knockout,56.2,12,24.0,3.147,oversubscribed
football,1,2,2,8,10,4550,41500,0,league,20.0,6,14.2,1.423,oversubscribed
football,3,2,4,12,8,850,500,0,knockout,25.0,8,7.1,0.884,will_fill
cricket,1,1,1,21,10,1800,38000,0,league,10.0,20,15.0,5.087,oversubscribed
volleyball,1,0,5,15,8,3450,24500,1,league,0.0,10,0.3,0.042,wont_fill
football,2,11,12,14,32,1650,18000,0,knockout,34.4,2,23.7,0.742,wont_fill
volleyball,1,1,16,16,16,650,38000,0,league,6.2,0,2.0,0.125,wont_fill
kabaddi,1,3,3,5,20,4100,4000,0,knockout,15.0,2,7.2,0.358,wont_fill
kabaddi,3,9,6,17,12,250,8000,0,league,75.0,11,18.0,2.063,oversubscribed
cricket,2,12,3,13,14,1200,24000,0,league,85.7,10,21.0,5.571,oversubscribed
cricket,3,3,3,12,16,150,9000,0,league,18.8,9,19.1,1.193,oversubscribed
football,1,13,4,5,32,3850,16500,1,league+knockout,40.6,1,25.0,0.782,wont_fill
kabaddi,3,5,2,19,12,250,5000,0,knockout,41.7,17,18.0,3.655,oversubscribed
football,2,13,6,11,32,1800,17000,0,knockout,40.6,5,37.1,1.159,oversubscribed
football,2,6,5,16,12,600,10000,0,knockout,50.0,11,18.0,2.726,oversubscribed
badminton,3,6,3,12,8,900,10500,0,knockout,75.0,9,12.0,3.066,oversubscribed
football,1,3,12,13,16,3050,16000,0,league+knockout,18.8,1,4.9,0.306,wont_fill
football,2,15,13,19,20,2650,23000,0,league,75.0,6,28.4,1.422,oversubscribed
basketball,2,2,3,9,6,900,4000,1,knockout,33.3,6,8.9,1.483,oversubscribed
football,2,10,8,13,24,2800,7500,0,knockout,41.7,5,18.6,0.777,wont_fill
volleyball,2,8,4,16,10,2850,22000,0,knockout,80.0,12,15.0,3.721,oversubscribed
basketball,2,3,17,18,10,2850,4500,0,league+knockout,30.0,1,4.5,0.451,wont_fill
badminton,3,7,3,5,16,100,6000,0,league+knockout,43.8,2,15.2,0.947,will_fill
football,2,9,11,18,20,1450,12000,0,league+knockout,45.0,7,20.1,1.007,will_fill
kabaddi,1,12,3,16,32,4600,4000,0,knockout,37.5,13,48.0,2.786,oversubscribed
volleyball,2,8,2,12,24,2850,20000,0,knockout,33.3,10,36.0,2.237,oversubscribed
kabaddi,1,1,3,10,4,1250,20000,0,league+knockout,25.0,7,4.6,1.157,oversubscribed
volleyball,3,4,6,8,10,500,6000,1,knockout,40.0,2,5.2,0.521,wont_fill
volleyball,3,15,2,5,16,1300,7000,0,league,93.8,3,24.0,1.887,oversubscribed
badminton,2,10,6,9,12,1050,18500,0,league+knockout,83.3,3,15.3,1.274,oversubscribed
football,1,8,7,13,20,1750,39000,0,knockout,40.0,6,26.4,1.32,oversubscribed
volleyball,1,2,1,17,8,2500,2000,0,knockout,25.0,16,12.0,5.991,oversubscribed
badminton,3,4,3,16,16,650,9500,0,league+knockout,25.0,13,18.0,1.127,will_fill
volleyball,2,2,2,10,24,2000,17500,0,league,8.3,8,10.3,0.427,wont_fill
kabaddi,2,14,1,7,16,1300,9000,0,league,87.5,6,24.0,5.427,oversubscribed
basketball,1,15,4,10,16,1850,49000,1,knockout,93.8,6,24.0,4.578,oversubscribed
badminton,1,2,6,10,8,2250,43500,0,league+knockout,25.0,4,6.3,0.793,wont_fill
badminton,2,5,7,7,12,2450,13500,1,knockout,41.7,0,4.6,0.381,wont_fill
basketball,1,8,7,12,10,1150,42000,1,league,80.0,5,15.0,2.312,oversubscribed
football,3,3,5,21,10,900,11500,0,league,30.0,16,12.7,1.271,oversubscribed
volleyball,1,10,1,5,24,2450,35000,0,league+knockout,41.7,4,36.0,2.557,oversubscribed
football,2,14,2,9,16,650,18000,0,league+knockout,87.5,7,24.0,5.214,oversubscribed
volleyball,2,6,9,15,10,750,4000,0,knockout,60.0,6,11.2,1.124,will_fill
basketball,2,1,9,14,12,2300,15500,0,knockout,8.3,5,1.6,0.135,wont_fill
cricket,3,1,5,7,12,200,5500,0,league+knockout,8.3,2,1.5,0.125,wont_fill
football,1,6,3,5,16,4600,22000,0,knockout,37.5,2,17.3,1.083,will_fill
volleyball,3,1,6,8,8,750,2000,0,knockout,12.5,2,0.6,0.081,wont_fill
volleyball,2,4,5,16,10,1700,11000,1,knockout,40.0,11,15.0,1.692,oversubscribed
badminton,2,5,16,17,10,1350,11500,0,league+knockout,50.0,1,4.2,0.423,wont_fill
football,3,4,5,20,24,850,500,1,knockout,16.7,15,18.5,0.77,wont_fill
badminton,1,6,9,13,8,1300,11500,1,knockout,75.0,4,12.0,1.965,oversubscribed
basketball,3,0,1,11,8,1050,500,1,knockout,0.0,10,0.2,0.03,wont_fill
kabaddi,1,1,4,16,8,950,40500,1,league+knockout,12.5,12,6.7,0.835,will_fill
basketball,3,11,15,17,32,300,1000,0,knockout,34.4,2,19.1,0.596,wont_fill
volleyball,3,3,11,16,10,1400,10500,0,league,30.0,5,4.1,0.412,wont_fill
basketball,3,3,3,7,6,650,8000,0,league+knockout,50.0,4,7.4,1.227,oversubscribed
cricket,3,3,1,10,8,1050,2500,0,knockout,37.5,9,12.0,4.599,oversubscribed
kabaddi,2,4,16,21,12,1750,11500,0,league,33.3,5,5.4,0.448,wont_fill
basketball,2,11,17,19,16,2250,17000,0,league,68.8,2,12.7,0.793,wont_fill
cricket,2,13,6,10,16,2450,20000,0,knockout,81.2,4,24.0,2.243,oversubscribed
volleyball,2,0,12,19,4,700,13500,0,knockout,0.0,7,0.1,0.028,wont_fill
football,2,0,6,15,6,2850,9000,0,league,0.0,9,0.2,0.033,wont_fill
kabaddi,1,8,5,15,20,2450,12000,0,league+knockout,40.0,10,26.6,1.328,oversubscribed
basketball,1,5,4,11,20,1000,21500,1,knockout,25.0,7,27.6,1.378,oversubscribed
badminton,1,30,3,19,32,4800,33000,0,league,93.8,16,48.0,7.852,oversubscribed
football,2,11,11,14,16,600,1500,0,knockout,68.8,3,17.4,1.09,will_fill
badminton,2,10,6,18,20,2300,10500,1,knockout,50.0,12,30.0,2.001,oversubscribed
kabaddi,1,2,3,17,16,1950,38000,0,knockout,12.5,14,15.2,0.948,will_fill
football,3,4,1,20,20,250,9000,1,league,20.0,19,30.0,5.175,oversubscribed
football,1,5,7,7,12,2300,23500,1,league,41.7,0,4.0,0.335,wont_fill
cricket,3,16,17,20,24,350,9500,0,knockout,66.7,3,21.6,0.902,will_fill
cricket,2,16,19,19,32,2600,21500,0,league+knockout,50.0,0,14.5,0.452,wont_fill
kabaddi,2,0,2,6,8,2850,16500,0,knockout,0.0,4,0.0,0.0,wont_fill
football,1,3,12,13,8,3050,39000,0,league,37.5,1,5.1,0.641,wont_fill
volleyball,1,16,9,12,24,1850,33000,1,knockout,66.7,3,29.0,1.208,oversubscribed
volleyball,2,0,15,17,4,450,20500,0,league,0.0,2,0.8,0.211,wont_fill
basketball,3,0,1,8,6,1400,9500,0,knockout,0.0,7,0.0,0.005,wont_fill
football,2,5,7,20,8,2400,8500,1,league,62.5,13,12.0,2.834,oversubscribed
basketball,1,3,4,5,8,3000,43000,0,league,37.5,1,5.9,0.74,wont_fill
kabaddi,1,6,3,9,32,4800,35000,1,league,18.8,6,22.6,0.705,wont_fill
basketball,1,8,2,16,12,3700,34000,0,knockout,66.7,14,18.0,10.013,oversubscribed
basketball,3,11,10,10,16,900,6000,0,league+knockout,68.8,0,12.1,0.759,wont_fill
football,2,7,6,6,8,2150,23500,0,knockout,87.5,0,7.1,0.884,will_fill
basketball,2,8,10,17,16,2300,9500,0,knockout,50.0,7,20.9,1.309,oversubscribed
volleyball,3,4,7,12,14,1200,4500,0,knockout,28.6,5,6.0,0.426,wont_fill
volleyball,1,7,10,20,12,1950,11500,1,league,58.3,10,18.0,1.637,oversubscribed
football,2,5,1,11,8,1600,4500,1,knockout,62.5,10,12.0,11.592,oversubscribed
volleyball,1,9,7,8,20,4200,44000,1,knockout,45.0,1,14.7,0.735,wont_fill
basketball,2,7,8,18,10,1300,11000,1,league,70.0,10,15.0,2.316,oversubscribed
badminton,2,6,8,9,20,2150,3500,1,knockout,30.0,1,6.6,0.332,wont_fill
volleyball,2,3,12,19,8,1600,20500,1,league+knockout,37.5,7,4.1,0.514,wont_fill
kabaddi,3,8,9,21,16,800,5000,0,league,50.0,12,16.4,1.024,will_fill
football,2,1,15,21,10,3000,13000,0,league+knockout,10.0,6,0.9,0.09,wont_fill
badminton,3,4,5,8,10,1200,4500,0,league,40.0,3,5.7,0.566,wont_fill
volleyball,1,2,4,7,4,2700,27500,0,knockout,50.0,3,5.2,1.296,oversubscribed
badminton,2,4,13,20,24,1700,15500,1,knockout,16.7,7,5.3,0.221,wont_fill
volleyball,1,8,4,13,10,4250,39000,0,league,80.0,9,15.0,3.525,oversubscribed
cricket,3,2,2,6,14,100,9500,0,knockout,14.3,4,9.7,0.693,wont_fill
football,1,4,7,9,6,750,4500,0,league,66.7,2,8.1,1.346,oversubscribed
cricket,3,1,1,6,12,350,7000,1,knockout,8.3,5,9.2,0.766,wont_fill
badminton,2,2,7,18,16,1850,24500,1,knockout,12.5,11,6.2,0.385,wont_fill
kabaddi,1,5,11,21,10,4350,36000,0,knockout,50.0,10,15.0,1.513,oversubscribed
football,2,1,18,21,8,1650,19500,0,league,12.5,3,1.3,0.158,wont_fill
basketball,1,5,8,10,16,2900,20500,0,league+knockout,31.2,2,8.4,0.526,wont_fill
kabaddi,3,4,1,8,6,1150,3500,1,league+knockout,66.7,7,9.0,3.736,oversubscribed
football,2,4,4,15,12,1200,17000,1,league,33.3,11,18.0,1.832,oversubscribed
kabaddi,3,0,18,20,4,1450,2500,0,knockout,0.0,2,0.0,0.0,wont_fill
volleyball,2,2,8,12,16,2200,19000,0,league,12.5,4,3.3,0.207,wont_fill
cricket,1,9,5,13,20,2350,38000,1,league,45.0,8,30.0,2.385,oversubscribed
football,2,9,1,21,16,300,23500,1,knockout,56.2,20,24.0,27.877,oversubscribed
basketball,1,3,17,20,8,550,42000,0,league+knockout,37.5,3,5.2,0.646,wont_fill
cricket,1,4,11,12,24,3550,6500,0,league,16.7,1,8.0,0.332,wont_fill
football,3,8,6,11,20,1450,6500,0,league,40.0,5,14.4,0.722,wont_fill
badminton,2,1,6,9,10,1750,10000,0,knockout,10.0,3,1.9,0.189,wont_fill
kabaddi,3,7,7,10,16,250,1500,0,knockout,43.8,3,9.8,0.613,wont_fill
cricket,2,5,3,11,20,900,24000,0,league,25.0,8,26.0,1.301,oversubscribed
kabaddi,2,8,10,11,10,1400,16000,0,league+knockout,80.0,1,8.2,0.815,wont_fill
football,2,1,6,6,4,1000,8500,1,league,25.0,0,0.6,0.155,wont_fill
kabaddi,2,5,1,15,14,400,9000,1,league+knockout,35.7,14,21.0,5.686,oversubscribed
football,1,4,1,16,10,5000,24000,0,knockout,40.0,15,15.0,13.456,oversubscribed
kabaddi,3,14,13,18,24,950,10500,1,knockout,58.3,5,21.8,0.91,will_fill
football,3,11,3,10,16,300,3000,0,league,68.8,7,24.0,2.214,oversubscribed
volleyball,2,2,9,20,8,1350,3000,1,league,25.0,11,5.9,0.735,wont_fill
football,1,1,2,6,8,2700,20000,0,knockout,12.5,4,6.7,0.835,will_fill
basketball,3,3,16,17,8,750,4000,0,league,37.5,1,3.3,0.412,wont_fill
football,3,8,8,10,14,500,8500,0,league+knockout,57.1,2,7.7,0.551,wont_fill
badminton,3,4,3,13,8,100,7000,0,league+knockout,50.0,10,12.0,1.968,oversubscribed
cricket,1,7,1,8,12,2700,8500,0,knockout,58.3,7,18.0,10.043,oversubscribed
volleyball,2,5,3,17,32,400,8000,0,knockout,15.6,14,33.8,1.056,will_fill
volleyball,1,3,9,13,20,800,7000,1,knockout,15.0,4,6.3,0.316,wont_fill
kabaddi,2,6,7,15,10,2600,22000,0,knockout,60.0,8,14.5,1.447,oversubscribed
football,3,2,5,9,8,650,4000,0,knockout,25.0,4,4.7,0.586,wont_fill
badminton,1,3,4,7,12,1150,29000,1,league,25.0,3,7.5,0.626,wont_fill
football,3,5,11,17,8,550,9000,1,league+knockout,62.5,6,8.7,1.085,will_fill
basketball,1,12,3,20,20,4850,47000,1,knockout,60.0,17,30.0,7.8,oversubscribed
football,2,10,2,13,16,750,12000,0,league,62.5,11,24.0,5.581,oversubscribed
